lines_of_code,cyclomatic_complexity,num_functions,num_classes,avg_function_length,defect
1325,35,75,65,101,1
3343,32,101,14,139,1
1679,26,19,71,187,1
4068,33,130,29,146,1
4539,42,153,48,16,1
2066,24,130,54,85,1
216,27,114,56,161,1
1025,19,67,86,90,1
4597,18,127,94,117,1
909,15,91,32,10,1
3994,27,70,67,34,1
259,11,54,9,152,1
4913,24,50,0,155,1
1658,3,63,25,170,1
263,39,98,38,79,1
3481,7,42,96,7,1
1022,12,108,50,120,1
3849,33,137,27,21,1
353,22,191,58,82,1
1885,35,82,93,185,1
910,14,87,60,68,1
4097,26,80,8,80,1
1905,19,77,98,108,1
3511,21,33,41,128,1
2217,41,121,97,189,1
1683,45,6,69,36,1
2524,31,62,18,35,1
2427,5,14,29,42,1
1800,35,54,82,169,1
2732,17,99,74,59,1
3461,32,97,81,27,1
4709,4,123,62,46,1
4325,10,102,80,142,1
4435,30,184,73,166,1
4332,37,78,79,180,1
535,9,121,6,118,1
1410,26,109,31,115,1
822,22,171,8,33,1
3827,21,4,82,77,1
1882,48,107,53,193,1
1349,23,67,88,126,0
231,12,81,97,129,1
1312,31,81,64,9,1
3955,17,17,2,127,1
195,40,33,95,33,1
3992,45,54,79,58,1
1889,21,197,21,15,1
4644,47,101,68,178,1
852,41,29,70,72,1
2048,33,156,33,192,1
4000,15,139,78,134,0
1368,32,171,45,6,1
4676,35,33,98,114,1
3848,15,35,95,108,1
2308,29,87,47,107,1
2990,11,173,88,117,1
4111,29,86,20,10,1
2102,41,198,40,49,1
3902,22,64,78,110,1
265,26,197,93,194,1
835,18,4,13,54,1
1685,25,51,29,155,1
2349,21,82,22,178,1
3802,24,62,3,115,1
3159,28,27,90,59,1
4373,3,62,23,164,1
334,13,120,93,67,1
3631,38,190,77,113,1
2060,6,58,71,24,1
2463,11,20,3,177,0
1693,23,73,93,32,0
1177,9,102,31,111,1
3522,49,57,40,91,1
1319,17,17,11,183,1
3828,9,37,77,192,1
693,19,167,4,88,1
2828,35,135,26,72,1
75,32,124,99,159,1
3372,28,16,10,31,1
2095,28,92,72,183,1
3987,46,137,63,186,1
4857,15,145,16,132,1
1075,19,17,6,180,1
3880,33,67,90,125,1
1118,23,30,39,99,1
988,28,96,7,161,1
4148,4,192,90,7,1
1522,47,111,25,81,1
3697,47,42,66,9,1
2375,31,129,85,191,1
225,35,70,17,67,1
1193,5,162,72,23,1
3560,33,80,49,53,1
4112,48,60,92,95,1
1000,32,154,96,87,1
4486,48,163,44,35,1
2794,48,167,6,124,1
170,15,199,96,55,1
4720,37,88,68,158,1
1970,34,36,36,185,1
1734,40,110,73,181,1
1018,47,121,7,112,1
3858,9,81,0,198,1
4830,41,70,39,90,1
3365,35,100,16,129,1
4788,47,17,77,113,1
1154,24,41,29,101,1
4439,18,113,20,115,1
2555,17,68,53,9,1
4892,1,183,84,19,1
3934,11,19,72,21,1
782,33,115,83,147,1
1631,6,90,11,181,0
3729,29,190,93,119,1
3902,44,75,65,176,1
2477,20,43,67,124,1
373,18,96,95,35,1
3749,14,160,2,99,1
3042,45,186,94,64,1
411,43,24,28,170,1
2150,20,190,77,28,1
4547,18,48,87,74,1
4826,27,188,95,119,1
1942,18,102,12,75,1
2804,17,111,17,197,1
1522,25,33,21,92,1
1156,5,37,62,135,0
2476,6,40,74,176,1
1853,40,181,63,157,1
2077,36,157,30,90,1
130,33,118,55,118,1
3018,15,87,23,131,1
2591,39,93,4,59,1
3789,16,37,7,146,1
3038,38,61,76,55,1
4886,39,159,43,158,1
374,24,50,13,136,1
2411,21,99,73,21,1
1284,38,91,22,41,1
152,13,30,12,56,1
4962,29,146,2,157,1
796,34,121,9,63,1
4958,5,5,25,193,1
3741,3,18,97,178,1
3535,21,193,58,196,1
1297,9,116,27,17,1
3114,3,62,45,8,1
1769,44,52,41,129,1
2252,30,78,84,155,1
3355,3,176,10,108,1
2586,49,126,19,92,1
3535,47,149,23,30,1
1839,49,71,21,133,1
1814,39,79,8,176,1
3407,41,5,99,90,1
4732,34,112,52,89,1
3047,17,6,49,107,1
309,14,112,91,86,1
1968,49,149,21,136,1
1836,11,1,30,72,1
149,1,166,19,53,1
3955,1,133,48,155,1
2392,15,62,84,45,1
3283,2,138,60,69,1
3299,12,176,51,198,0
377,45,67,98,137,1
1401,42,60,8,28,1
2861,2,100,36,192,1
2339,23,170,36,42,1
1415,34,181,60,51,1
3212,17,73,9,121,1
3149,41,27,56,49,1
4604,14,150,88,195,1
3752,11,171,73,198,1
1458,20,38,64,142,1
1560,44,80,75,12,1
269,7,160,63,18,1
2218,1,57,97,19,1
3236,48,27,20,31,1
3289,15,126,94,23,0
4580,45,23,55,46,1
1319,38,64,56,127,1
4425,34,86,31,21,1
3867,9,98,78,95,0
117,1,143,83,6,1
1721,9,58,33,81,1
792,42,165,6,65,1
2062,2,48,91,10,1
1755,22,6,2,194,1
1496,25,3,73,57,1
3119,14,63,50,53,1
340,35,173,85,8,1
3729,16,112,19,192,1
3960,19,70,17,157,1
4701,41,80,95,131,1
402,31,77,67,138,1
1313,2,80,32,113,1
1876,32,36,65,80,1
4428,36,101,15,151,1
1655,11,31,53,164,1
3886,8,132,71,100,1
3448,48,21,36,99,1
4601,5,193,52,12,1
3056,34,143,6,23,1
1054,32,110,16,33,1
2128,47,20,89,157,1
2545,6,196,42,117,1
2311,8,170,77,12,1
3814,34,6,7,5,1
1787,4,179,18,12,1
3146,36,165,27,89,1
2494,44,3,12,74,1
386,25,110,36,82,1
3033,26,125,66,30,1
1017,33,92,72,131,1
721,9,131,47,75,1
1353,47,109,41,151,1
4914,8,32,13,53,1
2720,17,164,10,61,1
2656,15,78,99,176,1
1764,42,130,77,112,1
2645,13,81,85,147,1
3020,43,163,25,29,1
3319,48,169,58,199,1
2651,47,25,31,10,1
528,44,101,35,196,1
893,3,168,26,174,1
1675,12,58,11,172,1
1930,29,165,35,125,1
3701,1,17,84,175,1
2167,32,185,54,139,1
554,37,55,2,11,1
159,20,46,94,68,1
1455,8,176,18,152,1
4542,37,123,17,46,1
3530,31,7,77,37,1
400,31,103,50,11,1
1607,25,22,35,27,1
3092,40,126,57,109,1
2886,45,191,90,6,1
3678,49,45,67,185,1
2091,8,161,0,64,1
160,30,169,45,39,1
4354,30,57,83,35,1
1815,27,121,67,31,1
1251,35,62,64,36,1
3028,44,8,88,15,1
2522,13,117,18,133,1
2425,21,71,42,48,1
60,9,134,22,31,1
2351,24,135,32,65,1
1639,48,46,16,142,1
1551,33,11,58,172,1
178,1,26,32,136,1
3653,8,104,74,137,1
4245,3,58,37,173,1
339,14,9,38,83,1
1726,14,1,70,131,1
1894,49,62,20,96,1
3685,33,60,93,132,1
2743,4,29,24,110,1
1877,38,42,7,185,1
4810,25,92,29,106,1
1420,47,163,71,70,1
4843,13,147,19,143,1
3872,41,143,34,179,1
232,39,55,66,74,1
400,25,159,80,70,1
3636,38,168,24,37,1
1451,9,53,44,183,1
2805,38,176,46,49,1
4823,43,151,67,99,1
2899,38,26,95,191,1
4485,35,30,75,173,1
3262,29,172,3,137,1
4256,14,111,61,181,1
4017,38,117,14,105,1
3977,34,93,90,120,1
3479,25,54,5,86,1
3538,42,64,96,91,1
1945,28,77,6,58,1
2958,30,156,2,179,1
1461,39,41,34,33,1
3432,37,150,18,56,1
1993,47,165,68,64,1
4049,42,193,51,79,1
3168,2,170,13,38,0
705,21,64,4,28,1
399,34,196,61,114,1
4048,19,81,42,153,1
1193,40,193,6,48,1
447,38,17,44,87,1
695,31,85,36,133,1
4558,26,133,31,157,1
4182,12,29,41,70,1
2284,30,155,4,43,1
4565,26,87,9,12,1
2822,48,47,43,154,1
1533,31,40,9,152,1
2284,48,129,17,188,1
2033,15,7,83,84,1
2012,10,157,62,44,1
859,36,31,74,159,1
3246,40,49,42,55,1
4465,26,125,72,185,1
563,9,74,90,182,1
383,17,42,53,93,1
2562,6,16,59,59,0
4145,22,15,77,181,1
4869,16,128,10,144,1
57,22,160,37,92,1
2053,39,74,53,144,1
4309,4,70,56,109,1
4926,4,12,76,162,1
2178,9,14,73,24,1
1348,14,107,78,90,1
2996,42,72,7,138,1
1894,26,11,23,34,1
3661,3,19,32,142,1
3115,32,106,97,110,1
1152,11,122,78,166,1
729,3,7,46,179,1
4583,13,90,42,154,1
3419,44,144,40,34,1
4097,13,136,74,151,1
2873,24,142,71,152,1
59,20,145,81,149,1
4303,10,84,5,56,1
2881,23,178,13,126,1
3997,42,164,21,47,1
4266,33,115,64,41,1
2236,35,190,79,155,1
723,14,140,17,160,1
2077,16,95,21,16,1
1506,30,39,96,16,1
93,19,118,81,33,1
4961,33,19,23,68,1
4243,41,39,47,76,1
3659,2,106,39,62,1
1944,38,176,46,139,1
3831,49,43,94,173,1
2336,8,183,96,34,1
4620,20,10,5,154,1
2621,3,146,16,23,1
1465,21,199,33,67,1
58,1,52,52,108,1
1912,21,109,83,172,1
1283,8,48,67,51,1
3175,2,141,23,33,1
4761,23,106,10,191,1
2507,41,178,42,148,1
59,11,103,21,68,1
3054,16,60,48,189,1
4697,9,105,90,107,1
317,49,130,99,162,1
3911,32,185,55,175,1
2764,47,179,28,121,1
4596,39,189,10,159,1
2691,36,70,94,22,1
3856,23,35,65,150,1
1441,47,196,63,69,1
1132,49,195,79,112,1
343,30,57,81,136,1
4129,10,30,11,66,1
2885,31,11,59,109,1
4255,44,151,76,56,1
2204,26,122,61,87,1
2394,48,49,93,183,1
3973,39,38,81,176,1
1904,42,164,4,98,1
3918,30,198,93,178,1
3840,2,9,36,75,0
3082,29,118,2,113,1
894,32,75,64,135,1
1757,44,20,98,22,1
2057,38,164,7,121,1
1323,21,51,7,20,1
4484,27,147,35,142,1
2154,24,75,10,74,1
3017,34,24,9,139,1
4292,23,116,16,115,1
4891,14,165,35,111,1
1262,39,98,40,190,1
2345,5,122,29,68,1
2247,9,76,76,151,1
4859,45,16,73,179,1
3334,47,158,44,155,1
2314,37,139,2,20,1
1660,8,96,95,133,1
1468,7,169,17,133,1
1836,30,80,99,132,1
4449,12,157,35,27,1
3532,20,167,18,32,1
1927,29,42,95,133,1
2957,12,86,35,126,1
429,20,81,3,187,1
3350,22,122,68,149,1
743,46,24,44,5,1
3626,23,168,45,80,1
4195,48,9,95,179,1
1497,45,118,70,159,1
2440,26,42,7,107,1
1805,45,127,66,38,1
3134,47,76,58,143,1
1929,43,56,51,46,1
2859,28,26,95,171,1
897,40,138,35,179,1
3021,9,158,97,151,1
4111,5,44,57,197,1
1245,2,126,96,83,1
1562,42,38,87,162,1
3952,28,28,19,144,1
3370,13,19,74,193,1
2507,15,102,38,170,1
3512,14,171,1,137,1
3500,43,69,46,32,1
276,46,146,64,29,1
1857,39,125,45,188,1
4358,14,12,70,106,1
468,3,154,13,93,1
1925,10,119,66,133,1
3205,38,42,79,82,1
968,6,146,59,60,1
4922,20,39,55,179,1
4104,35,92,48,123,1
3868,48,193,57,126,1
4321,43,8,94,91,1
2681,20,88,15,45,1
3724,49,167,65,78,1
1395,44,30,20,26,1
4680,3,157,97,188,1
1879,4,78,47,126,1
1713,11,65,9,183,1
4469,41,90,72,75,1
134,31,179,77,53,1
3862,29,60,15,104,1
936,38,130,28,195,1
3389,20,175,63,117,1
4257,24,190,82,54,1
2725,23,52,85,156,1
2847,22,38,87,136,1
4197,22,58,59,199,1
2181,41,39,16,57,1
3744,20,164,37,159,1
2809,46,191,8,157,1
2828,38,32,63,111,1
790,48,57,49,133,1
2926,41,27,93,32,1
4570,7,10,52,24,1
1761,24,109,57,154,1
105,44,39,90,166,1
3412,37,61,45,147,1
2909,46,183,10,90,1
856,25,109,5,138,1
3106,14,50,21,192,1
4800,29,56,25,84,1
1056,3,37,78,32,1
4153,39,59,39,177,1
1831,29,144,78,57,1
1039,16,192,43,54,1
3983,21,1,9,69,1
3214,22,39,69,24,1
3419,21,42,48,100,0
2128,22,107,89,159,1
427,9,187,52,45,1
2427,23,92,80,45,1
331,49,128,68,188,1
4784,9,45,65,77,1
2969,46,129,25,89,1
4214,32,29,80,84,1
3644,36,123,14,32,1
1888,47,162,52,75,1
4482,36,30,25,150,1
2942,5,65,40,154,1
264,26,92,23,82,1
4780,4,165,38,39,1
4568,24,91,63,97,1
2170,41,160,50,72,1
3843,43,189,26,17,1
2920,14,140,37,146,1
835,27,45,12,141,1
987,12,132,71,149,1
1739,18,168,75,176,1
3761,44,26,92,149,1
1306,9,16,82,182,1
3162,2,182,68,178,1
4584,38,10,99,26,1
1387,32,150,85,147,1
319,13,5,57,89,1
1540,47,64,96,119,1
2171,24,152,32,145,1
1730,2,116,72,98,1
4819,48,14,29,35,1
3903,38,69,59,127,1
459,46,28,73,89,1
1491,19,9,59,161,1
2308,47,28,24,162,1
841,18,167,84,191,1
409,44,134,22,15,1
4727,2,110,97,30,1
472,26,117,18,120,1
170,24,105,73,122,1
2270,48,190,5,196,1
4179,27,112,84,102,1
3015,29,178,30,58,1
120,47,174,90,16,1
4690,8,26,21,8,1
3742,31,137,80,166,1
4680,34,14,60,178,1
3779,14,139,59,30,1
63,4,78,68,110,1
3950,43,161,18,167,1
3669,49,168,20,107,1
320,29,103,64,195,1
3174,39,116,78,64,1
1633,33,27,10,120,1
4608,21,40,86,22,1
572,41,24,45,117,1
2867,49,54,51,188,1
2889,1,143,90,54,1
492,27,107,80,157,1
2133,2,111,19,13,1
2977,43,126,98,54,1
1271,10,69,79,103,1
3499,10,73,76,155,1
2490,30,198,11,163,1
2412,1,144,76,151,1
4553,31,70,82,20,1
944,35,164,59,12,1
3952,48,122,46,116,1
2303,29,126,47,129,1
2060,13,170,42,165,1
4240,9,122,30,83,1
4685,40,20,42,130,1
3265,43,146,28,123,1
4654,41,80,62,186,1
2610,11,13,68,81,1
2896,24,15,63,24,1
1095,25,163,90,190,1
4883,13,172,40,66,1
2984,14,148,9,146,1
520,41,144,29,51,1
4429,3,98,22,119,1
421,6,8,38,134,0
3453,46,59,41,60,1
1453,13,143,94,83,1
4652,1,199,25,15,0
3996,29,195,9,55,1
4125,14,69,2,58,1
4723,12,114,71,47,1
2570,26,159,0,45,1
1057,23,22,7,47,1
3396,3,141,50,107,1
717,14,42,61,54,1
1496,34,175,96,64,1
4016,23,109,86,98,1
1957,10,101,69,102,1
2417,4,180,80,16,1
2155,39,183,96,90,1
4418,49,113,78,46,1
3079,10,186,95,153,1
90,24,8,69,11,1
4883,34,23,16,9,1
4854,24,196,27,144,1
175,25,77,38,95,0
827,15,158,2,187,0
885,12,170,96,163,1
928,1,133,25,109,1
4539,42,31,20,166,1
4973,9,170,87,127,1
886,14,119,93,159,1
574,41,87,46,95,1
1301,31,114,52,29,1
4291,24,118,26,58,1
784,10,110,3,79,1
218,42,41,43,195,1
1198,43,84,17,151,1
349,18,187,60,134,1
3371,3,135,98,151,1
571,12,190,26,35,1
667,35,7,70,94,1
3634,44,45,87,135,1
1767,23,39,57,97,1
4651,22,146,13,192,1
351,11,84,42,137,1
702,46,17,40,28,1
3351,49,152,91,27,1
4209,23,57,87,79,1
2687,12,119,44,174,1
2329,29,111,70,74,1
1672,25,16,38,57,1
4464,24,65,95,154,1
1731,4,23,73,130,1
4974,37,131,46,161,1
141,29,188,54,86,1
3756,3,110,76,106,1
1010,31,165,85,112,1
4209,25,195,97,6,1
893,47,43,37,13,1
268,37,22,36,137,1
753,23,113,23,96,1
4764,49,181,99,104,1
296,22,80,13,6,1
4087,29,45,2,69,1
106,36,119,1,175,1
4009,13,168,45,101,1
4902,3,78,30,199,1
1908,46,176,45,49,1
1962,22,78,72,178,1
4271,49,86,71,105,1
316,36,43,35,9,1
3532,10,31,77,16,1
1730,9,15,50,77,1
3243,19,23,39,47,1
1581,8,86,41,77,1
2056,33,137,78,52,1
4755,20,88,70,107,1
4614,30,184,95,107,1
4946,35,95,64,80,1
4278,31,1,99,77,1
3500,19,166,3,153,1
1069,46,172,62,180,1
367,14,58,7,81,1
1650,10,57,18,129,1
760,3,77,83,35,1
3246,34,120,56,137,1
500,28,170,12,170,1
1931,19,139,38,119,1
1793,39,133,13,138,1
1373,26,192,50,162,1
3610,4,6,67,23,1
2730,12,81,57,52,1
4287,26,160,47,137,1
3101,7,31,3,125,1
4714,3,155,89,27,1
2401,26,112,27,89,1
2754,2,119,44,185,1
2690,12,26,80,30,1
4175,32,180,99,160,1
3498,38,64,72,36,1
744,11,184,18,120,1
4303,32,175,80,101,1
2243,45,136,7,140,1
389,15,5,53,52,1
1818,6,51,95,72,1
141,26,107,63,98,1
4474,8,21,9,127,1
221,8,23,64,181,1
2799,38,64,31,69,1
3152,8,56,40,30,1
670,17,83,62,186,1
1038,39,191,11,64,1
126,19,50,25,9,1
2248,3,10,87,129,1
4287,41,106,50,120,1
280,49,151,31,140,1
2225,9,102,83,17,0
2957,46,91,90,54,1
2594,33,100,67,133,1
3662,32,100,36,199,1
2907,32,188,93,67,1
1603,6,133,77,48,0
4414,49,135,73,91,1
2715,49,53,7,73,1
3790,29,17,9,122,1
1011,37,140,49,177,1
1677,17,7,96,95,1
2017,19,112,32,184,1
3381,31,173,87,19,1
1124,19,83,5,142,1
3254,23,36,7,124,1
1078,47,146,40,138,1
697,35,191,20,148,1
4883,14,23,25,132,1
3212,1,140,71,47,1
4965,49,46,79,90,1
952,33,180,7,95,1
4117,49,194,65,161,1
1553,36,186,65,173,1
2912,1,168,11,15,1
4528,20,151,37,103,1
2947,22,34,87,24,1
1395,35,176,7,12,1
539,3,193,24,78,1
475,12,50,39,157,1
2781,43,61,58,179,1
4041,37,76,39,100,1
1457,13,119,3,50,1
472,12,159,99,199,1
3005,2,111,85,36,1
1264,20,10,49,65,1
3992,1,178,52,25,1
1850,41,122,94,85,1
4510,35,9,41,191,1
2119,24,142,45,53,1
4693,38,101,29,35,1
2427,26,85,53,110,1
2153,11,108,81,15,1
1321,43,188,94,52,1
4406,15,37,96,22,1
3893,6,136,40,137,1
484,40,47,52,107,1
3648,9,127,84,73,1
3599,6,161,47,43,1
3821,17,166,20,161,1
584,23,184,75,112,1
430,31,103,62,24,1
2200,16,73,2,107,1
4174,22,4,9,23,1
3975,16,166,7,127,1
3178,45,119,80,134,1
4099,12,79,29,66,1
596,9,85,63,165,1
3666,6,186,2,9,1
4472,4,11,58,11,1
1801,38,19,13,6,1
4874,17,116,15,141,1
3165,10,40,81,173,1
268,40,74,4,119,1
175,35,64,58,128,1
4464,47,66,75,19,1
1378,21,134,14,181,1
1273,19,25,97,121,1
4230,27,125,11,152,1
2820,11,72,99,160,1
1624,6,186,78,184,0
1992,41,92,37,43,1
3390,43,167,54,129,1
4507,28,189,2,84,1
2464,3,75,59,41,1
1304,41,8,93,175,1
1037,45,127,60,63,1
1898,24,50,76,137,1
3951,37,197,42,137,1
4976,13,40,67,164,1
3769,15,32,21,195,1
1367,9,56,42,113,1
1421,39,82,65,187,1
410,35,73,56,187,1
407,45,69,72,45,1
3251,18,145,57,90,1
3940,43,7,35,71,1
2833,3,35,50,42,0
113,28,87,31,111,1
2278,16,10,37,135,1
2684,42,81,22,180,1
3899,41,85,17,37,1
3988,47,126,2,163,1
1565,43,10,27,85,1
629,23,119,81,138,1
4467,32,6,28,146,1
2381,10,10,10,90,1
2463,38,25,30,131,1
2208,38,154,49,132,1
2175,13,102,41,147,1
3819,15,8,18,72,1
2333,28,166,50,177,1
3816,13,64,76,90,1
3155,35,186,92,66,1
3602,2,115,42,23,1
3525,1,187,94,65,1
1888,41,34,96,97,1
271,32,123,25,12,1
945,30,128,2,179,1
3461,22,32,26,98,1
3058,4,44,55,127,1
1034,46,87,80,27,1
1682,24,85,33,130,1
3720,14,139,73,150,1
2940,17,76,89,41,0
2093,14,161,57,166,1
1458,40,3,31,121,1
3922,39,115,5,45,1
4727,41,154,25,164,1
1385,27,23,40,121,1
3687,21,185,16,180,0
3508,40,166,86,97,1
4447,35,197,39,156,1
3650,26,194,44,109,1
4936,31,152,31,144,1
1425,33,176,31,92,1
1583,49,53,28,63,1
2002,11,176,60,114,1
3307,16,103,3,132,1
3041,6,35,74,155,1
4740,34,155,50,196,1
3546,41,92,23,136,1
4207,32,19,24,27,1
3522,21,124,8,75,1
2967,29,195,94,86,1
1215,11,78,60,29,1
4611,5,53,29,74,1
2408,27,184,16,180,1
3288,28,100,59,122,1
4961,31,6,9,194,1
2200,11,86,18,140,1
2125,13,25,37,62,1
3717,43,29,96,29,1
4653,6,25,27,180,1
2231,27,2,7,97,1
108,30,173,85,160,1
2008,48,190,67,37,1
234,19,35,92,46,1
2669,14,83,54,37,1
1730,9,197,82,33,1
627,45,161,83,112,1
4004,28,155,61,189,1
4327,28,122,40,53,1
120,46,18,31,16,1
605,25,197,55,140,1
901,26,72,98,15,1
1268,4,41,43,74,1
3690,3,108,64,64,1
1962,34,147,8,14,1
2780,21,139,31,58,1
2415,17,16,79,103,1
4974,38,18,19,110,1
316,34,162,80,93,1
3966,44,189,58,31,1
4759,12,76,66,42,1
1450,25,140,61,198,1
4723,21,154,52,82,1
3743,18,93,5,69,1
4777,36,73,90,24,1
2376,6,158,20,197,1
2851,20,63,34,149,1
2084,20,54,1,154,1
2880,32,11,0,74,1
1034,31,160,35,99,1
4149,20,58,91,181,1
1125,30,128,54,179,1
1073,3,172,65,99,1
3947,20,115,75,164,1
4924,8,176,37,80,0
329,21,59,7,85,1
1161,48,106,85,50,1
1233,23,103,16,43,1
2125,1,110,67,46,0
3649,2,119,14,178,1
4955,10,15,79,138,1
3992,37,46,56,140,1
321,30,130,93,86,1
1173,44,177,31,128,1
4029,24,95,86,87,1
1277,32,5,15,20,1
239,30,113,93,163,1
595,38,153,12,83,1
2391,14,48,33,172,1
4016,3,104,62,116,1
4064,25,75,57,189,1
4993,45,49,44,109,1
4916,7,53,24,36,1
818,17,65,19,68,1
3825,41,38,69,188,1
2781,27,83,88,40,1
1060,38,50,37,90,1
4848,38,91,94,34,1
514,23,120,31,118,1
2650,32,83,70,156,1
966,2,131,59,7,1
1502,11,4,80,5,1
3518,34,106,34,22,1
4339,47,196,35,90,1
115,34,158,58,118,1
2652,7,117,95,191,1
1775,10,1,60,70,1
4746,25,97,11,35,1
1549,2,150,39,162,0
1954,49,69,22,133,1
4621,30,17,15,187,1
4014,17,32,99,38,1
2859,29,73,46,100,1
4140,18,181,94,96,1
936,46,179,34,176,1
3858,35,104,80,37,1
4227,17,110,4,55,1
2010,47,143,58,80,1
2797,22,191,34,152,1
93,25,15,3,160,1
3892,20,16,67,86,1
4755,16,130,89,149,1
1938,25,154,80,164,1
3948,15,108,87,122,1
3942,37,53,32,173,1
769,15,127,66,75,1
740,15,161,11,46,1
1995,18,108,42,41,1
159,37,39,15,190,1
4364,1,110,19,24,1
4608,33,125,62,18,1
564,3,46,79,134,1
686,49,68,97,40,1
3378,22,69,62,113,1
676,21,97,4,181,1
119,46,92,7,127,1
2556,41,8,17,186,1
3939,27,22,21,181,1
3849,4,16,30,98,1
1900,35,108,26,42,1
4369,1,33,14,90,1
2928,4,106,40,38,1
3402,24,187,96,91,1
4027,46,109,39,176,1
1684,29,181,59,102,1
3526,22,5,82,20,1
2593,23,56,4,191,1
818,21,114,61,76,1
2653,14,22,77,40,1
1041,8,3,29,87,1
1778,16,106,3,9,1
2078,35,190,83,23,1
1579,24,108,31,36,1
538,26,182,60,5,1
4202,7,3,82,178,1
561,25,113,71,91,1
3369,38,71,87,105,1
2201,45,140,78,120,1
2654,26,111,87,141,1
2157,26,65,31,44,1
784,30,69,52,98,1
3359,2,192,96,50,1
420,43,151,54,45,1
2123,9,180,71,86,1
4751,39,83,56,121,1
4255,44,136,59,25,1
4918,11,77,85,114,1
2351,15,174,52,99,1
1880,12,141,71,38,1
1909,35,24,46,113,1
966,40,171,43,160,1
3225,47,181,89,132,1
2712,16,96,79,186,1
2684,49,3,64,122,1
4742,32,156,59,138,1
1287,18,39,68,34,1
2210,45,147,0,142,1
1385,21,134,90,75,1
2666,16,158,9,6,1
2993,7,187,97,74,1
811,5,133,64,156,1
3768,44,42,85,54,1
2750,41,188,20,60,1
2181,33,2,33,47,1
4864,31,119,16,136,1
2003,21,55,10,162,1
998,3,151,24,97,1
351,10,85,0,70,1
4074,11,184,22,30,1
2638,22,116,56,41,1
3744,17,133,66,110,1
2751,25,43,24,90,1
1525,41,188,80,197,1
663,28,142,28,133,1
718,20,162,65,53,1
2178,30,154,69,158,1
267,31,43,52,177,1
2981,13,41,14,129,1
798,10,138,53,74,1
4270,33,101,90,172,1
250,41,165,62,109,1
2671,20,148,96,191,1
771,48,118,7,99,1
1001,14,106,46,41,1
1931,8,198,65,150,1
2277,8,40,78,146,1
1482,38,130,54,144,1
2370,28,97,97,130,1
1826,10,11,82,25,0
748,40,162,64,118,1
3018,14,40,13,10,1
671,14,142,34,196,1
2637,6,141,87,190,1
509,34,42,47,187,1
1134,17,13,56,53,1
349,21,8,28,85,1
2594,39,78,54,16,1
1325,28,82,38,22,1
1480,38,27,47,64,1
3502,15,63,36,157,1
2438,36,60,77,148,1
1871,36,168,40,120,1
1038,9,30,19,46,0
263,44,69,45,113,1
581,35,188,63,190,1
2967,45,85,58,176,1
3669,18,48,59,153,1
2034,17,183,75,197,1
2308,18,144,47,98,1
2268,4,129,33,138,1
4683,48,145,63,101,1
4821,20,125,29,98,1
4535,13,94,33,90,1
2159,11,118,54,141,1
3110,43,147,86,76,1
1658,33,187,16,146,1
2574,28,148,85,74,1
4465,8,124,72,25,1
739,43,11,82,52,1
2149,20,160,20,133,1
4802,18,13,48,166,1
4973,7,150,42,173,1
1150,44,180,52,154,1
168,33,175,22,160,1
2818,11,51,61,161,0
555,30,56,61,101,1
2250,35,109,1,75,1
1091,45,29,95,181,1
3185,20,36,61,159,1
546,37,69,18,164,1
4224,10,25,69,142,1
108,30,68,43,29,1
3182,18,122,86,157,1
3588,25,141,70,190,1
1703,32,67,75,19,1
1756,39,46,95,184,1
293,34,88,52,72,1
2305,44,100,94,188,1
1724,39,40,39,62,1
2742,31,196,31,157,1
88,28,72,74,83,1
3297,26,167,54,190,1
1665,44,113,43,161,1
69,4,74,91,39,1
270,43,28,1,42,1
3821,20,102,28,98,1
300,8,1,95,79,1
4357,2,84,70,60,1
4564,27,170,28,35,1
556,34,128,54,90,1
4791,36,135,4,128,1
918,21,141,92,183,1
4040,8,139,1,184,1
4637,23,135,92,129,1
1219,43,186,41,39,1
789,8,116,20,28,1
1840,5,79,11,111,1
473,40,97,25,194,1
3105,1,181,95,5,1
4437,21,96,19,10,1
2253,44,25,4,104,1
2033,43,138,67,161,1
3972,10,103,40,163,1
2447,2,86,73,142,1
2007,21,76,11,60,1
4388,13,129,63,108,1
1839,44,121,50,155,1
634,28,62,96,65,1
3250,30,42,45,127,1
1392,18,38,68,98,1
4240,42,178,74,104,1
4446,2,22,29,142,1
1258,19,109,26,61,1
2872,21,67,93,195,1
3743,26,60,45,155,1
2497,46,133,76,159,1
4835,25,67,24,18,1
1215,19,166,78,65,1
4806,25,156,65,115,1
2355,41,113,74,110,1
1112,20,146,0,44,1
4450,6,173,21,23,1
3404,18,145,64,68,1
1897,49,189,43,104,1
575,18,3,98,101,1
4552,20,79,56,59,1
1432,39,145,53,193,1
4156,34,176,9,55,1
2772,10,132,31,73,1
2037,33,105,57,65,1
4117,19,8,76,40,1
4154,2,103,5,154,1
4173,47,31,97,60,1
735,49,33,8,44,1
2599,3,130,83,91,1
4727,30,181,8,59,1
3916,39,132,30,174,1
2875,19,177,83,22,0
3784,21,198,42,39,1
1291,44,33,67,182,1
3550,14,26,37,171,1
1711,31,51,38,71,1
2100,21,154,92,63,1
4188,17,115,37,91,1
3311,24,1,80,164,1
4187,37,12,39,194,1
3893,40,40,80,105,1
4875,41,56,33,73,1
2031,34,95,98,95,1
697,47,157,43,15,1
