loc,complexity,args,nesting_depth,returns,variables,methods_called,is_smelly
53,13,11,4,2,23,24,1
152,38,7,1,6,22,14,1
24,4,3,0,0,4,2,0
275,35,5,6,14,20,18,1
273,12,6,9,4,10,24,1
287,20,8,9,7,20,8,1
7,2,1,1,2,2,1,0
116,10,9,9,7,26,23,1
201,22,9,6,8,19,11,1
21,1,3,2,0,2,0,0
136,32,11,6,14,11,15,1
9,2,2,2,2,3,3,0
213,24,9,6,8,19,17,1
239,7,6,3,6,9,19,1
132,32,10,9,13,12,17,1
16,4,0,0,2,3,2,0
62,32,10,7,6,16,10,1
121,23,7,4,13,27,14,1
208,30,8,6,11,20,16,1
179,18,7,3,4,4,19,1
19,4,2,1,0,1,1,0
22,4,3,0,0,1,2,0
210,10,5,5,8,28,13,1
231,18,11,7,9,22,16,1
17,4,3,0,0,3,2,0
8,3,0,1,0,3,1,0
190,12,7,7,12,17,10,1
29,4,0,0,1,4,3,0
163,23,11,9,14,12,17,1
181,13,6,8,8,26,13,1
259,33,6,9,14,20,23,1
12,3,1,2,2,2,1,0
193,18,10,4,5,26,23,1
18,1,2,1,1,1,0,0
19,3,3,2,0,2,0,0
29,4,0,2,0,1,2,0
179,25,7,2,9,0,7,1
26,2,2,1,2,3,3,0
223,24,7,4,7,19,14,1
153,38,6,6,4,20,23,1
173,19,0,7,13,19,5,1
23,2,3,0,0,2,3,0
137,3,9,4,4,10,12,1
8,2,3,2,0,3,0,0
27,4,0,1,0,3,3,0
26,2,2,1,1,1,1,0
173,33,2,0,5,7,21,1
26,2,0,0,2,1,1,0
28,1,0,1,0,1,3,0
143,10,10,9,6,18,18,1
171,19,5,9,14,24,15,1
6,3,1,2,0,4,1,0
27,4,0,1,0,4,0,0
11,4,1,1,0,3,3,0
69,33,7,5,10,25,24,1
5,1,1,1,2,2,0,0
88,28,7,6,8,17,19,1
278,14,9,6,6,20,21,1
267,14,9,6,7,19,17,1
24,1,1,2,2,3,1,0
24,2,1,0,2,1,1,0
18,3,0,1,0,3,2,0
9,3,2,1,2,4,0,0
8,3,1,2,1,4,0,0
23,2,3,2,1,1,1,0
87,13,5,7,13,10,16,1
26,3,1,0,1,3,0,0
209,12,10,6,7,25,10,1
6,2,2,2,0,3,2,0
29,2,0,2,0,2,2,0
270,38,11,5,6,21,11,1
14,4,3,1,0,3,3,0
83,24,9,5,13,25,19,1
226,1,2,5,11,29,6,1
120,26,8,6,4,27,20,1
5,3,2,2,0,4,0,0
208,15,5,5,10,21,13,1
115,36,7,6,9,23,22,1
23,2,1,0,1,3,2,0
116,31,8,7,12,21,18,1
249,29,11,5,9,24,17,1
26,1,3,2,0,1,0,0
277,33,5,4,8,13,24,1
22,2,1,2,2,1,3,0
24,4,1,1,0,2,3,0
218,34,6,6,14,28,13,1
23,25,1,7,2,25,13,1
15,1,3,0,2,3,3,0
268,23,6,6,11,17,23,1
175,32,10,9,6,16,16,1
62,28,8,8,9,27,16,1
145,18,10,9,5,17,15,1
71,35,11,5,11,24,16,1
172,18,10,6,4,15,8,1
17,1,0,1,0,2,0,0
124,11,8,4,7,11,18,1
13,3,3,1,2,1,3,0
129,13,5,4,14,18,19,1
81,19,7,9,8,10,13,1
253,32,9,4,10,12,15,1
170,26,5,6,13,17,15,1
214,19,9,6,6,19,8,1
134,17,8,7,12,25,24,1
110,28,9,8,11,18,12,1
19,1,0,1,0,2,0,0
12,3,0,2,2,2,3,0
6,4,1,2,0,4,3,0
60,11,10,4,11,24,14,1
21,4,2,0,0,1,0,0
28,2,0,2,0,4,2,0
161,21,6,6,5,21,18,1
222,13,5,5,11,15,9,1
267,10,8,8,9,15,12,1
272,37,9,5,7,29,21,1
28,2,2,1,0,4,2,0
290,39,11,4,9,10,8,1
12,4,3,0,1,4,0,0
217,28,9,8,13,26,17,1
18,2,3,2,0,3,2,0
223,7,4,0,2,24,8,1
15,4,0,0,0,3,2,0
153,21,8,6,5,25,12,1
242,23,8,4,7,25,18,1
74,34,8,4,8,29,17,1
263,39,8,5,9,20,24,1
12,1,0,0,2,3,3,0
17,3,3,1,1,4,2,0
193,33,7,4,10,15,19,1
14,2,0,0,0,4,1,0
272,33,6,4,9,28,17,1
17,2,0,0,0,2,2,0
269,31,5,9,6,12,24,1
106,23,11,6,10,10,14,1
265,39,8,5,10,19,21,1
10,3,1,1,2,4,0,0
11,2,0,1,2,2,2,0
20,3,1,1,2,1,1,0
218,35,5,6,6,27,17,1
6,2,1,1,0,1,3,0
13,2,3,0,2,3,3,0
28,4,2,1,0,2,2,0
132,28,10,6,11,16,17,1
7,1,1,2,0,2,3,0
204,23,3,4,6,19,13,1
27,1,1,1,1,1,1,0
13,1,2,2,1,1,2,0
20,3,3,1,2,4,0,0
216,39,9,5,14,17,18,1
101,21,7,8,7,12,9,1
93,33,6,6,7,24,21,1
97,10,10,6,7,18,9,1
151,29,6,5,12,29,23,1
141,33,10,8,9,23,17,1
21,4,2,1,2,3,2,0
6,1,1,2,0,3,1,0
111,17,6,9,14,11,17,1
11,3,2,0,1,3,0,0
225,39,6,5,8,11,16,1
60,35,10,7,13,15,13,1
104,5,7,3,13,22,18,1
17,1,1,1,0,4,1,0
292,15,7,8,13,14,9,1
23,4,3,1,0,2,1,0
18,2,0,1,0,4,2,0
26,2,2,2,1,1,0,0
14,2,1,0,0,2,2,0
139,39,11,6,4,17,8,1
23,3,2,2,1,4,3,0
125,10,10,8,8,17,17,1
29,3,3,2,1,4,1,0
204,29,9,4,8,18,23,1
6,3,2,2,0,2,3,0
275,16,10,4,14,4,12,1
24,2,3,2,2,1,2,0
294,28,9,8,8,17,17,1
246,35,8,9,9,19,13,1
216,17,6,8,9,16,10,1
78,21,5,2,3,4,14,1
179,25,11,5,9,18,9,1
212,16,5,4,8,11,13,1
21,3,3,2,1,3,1,0
290,34,11,7,6,22,16,1
13,1,3,2,2,1,2,0
11,2,2,1,0,3,2,0
10,4,2,0,2,3,0,0
70,32,5,7,7,18,21,1
127,15,11,5,4,23,18,1
8,1,3,1,2,2,0,0
5,1,3,0,2,3,2,0
177,3,5,2,10,20,23,1
20,1,1,0,0,2,0,0
269,22,7,7,13,13,12,1
25,4,0,0,0,1,0,0
132,19,9,8,8,25,17,1
19,3,2,2,0,4,2,0
24,3,3,1,2,2,0,0
222,28,11,7,8,24,20,1
242,20,10,6,6,21,24,1
207,15,7,9,5,15,9,1
22,4,3,1,1,3,3,0
228,21,9,9,12,12,12,1
213,21,9,4,13,20,14,1
61,19,11,6,13,23,20,1
60,27,10,9,6,19,16,1
195,16,5,6,10,23,17,1
85,11,2,1,2,14,17,1
72,28,6,9,6,16,14,1
26,4,2,1,1,4,0,0
26,1,0,1,0,3,1,0
5,3,2,0,2,4,1,0
88,18,9,8,13,22,13,1
125,19,10,4,8,22,24,1
118,33,10,4,6,21,15,1
126,18,11,5,14,22,8,1
186,7,3,5,7,2,12,1
16,3,2,2,2,3,3,0
25,4,0,0,0,4,3,0
138,30,11,7,10,15,8,1
72,31,10,6,8,26,19,1
29,4,1,2,0,4,3,0
237,22,8,5,8,15,13,1
40,17,11,6,2,5,24,1
28,1,3,1,0,2,2,0
243,23,7,9,4,19,22,1
25,2,3,1,2,4,0,0
27,4,0,2,2,2,0,0
14,3,1,2,2,1,0,0
162,13,6,5,14,24,10,1
103,14,7,6,6,22,13,1
85,34,9,6,12,14,8,1
28,2,1,0,0,3,0,0
29,2,0,2,2,2,2,0
25,2,3,1,1,1,0,0
170,10,9,8,14,18,24,1
126,36,8,7,13,16,14,1
210,26,8,2,12,14,15,1
248,31,7,7,6,10,9,1
19,4,0,1,1,2,0,0
22,4,1,2,2,1,3,0
8,1,0,1,0,3,2,0
68,31,10,9,10,18,13,1
13,2,3,1,2,4,3,0
5,4,0,0,2,1,2,0
71,15,5,7,8,11,19,1
15,1,3,2,2,1,3,0
204,23,8,7,11,11,24,1
88,13,10,7,13,19,20,1
260,15,8,4,7,28,23,1
11,3,2,2,2,1,3,0
177,29,10,7,12,23,19,1
18,3,2,1,0,3,2,0
85,17,9,8,5,27,19,1
9,1,0,1,0,2,2,0
15,2,2,2,2,2,3,0
24,1,0,0,2,3,1,0
89,17,1,3,11,24,8,1
158,10,6,6,13,16,8,1
161,33,8,9,8,16,10,1
22,2,1,1,2,3,0,0
10,3,0,2,1,1,0,0
187,17,9,8,8,12,19,1
294,31,5,6,10,14,19,1
23,3,3,2,1,1,3,0
8,2,0,0,1,1,1,0
204,24,8,7,9,18,8,1
166,18,8,7,4,16,10,1
23,3,0,2,2,3,2,0
93,19,8,8,13,27,12,1
223,32,7,7,13,15,3,1
245,16,0,1,0,3,11,1
19,1,3,2,2,3,1,0
20,4,2,2,0,2,1,0
9,1,2,1,2,2,2,0
17,4,3,1,1,4,2,0
10,3,1,2,2,2,0,0
16,2,3,0,1,4,3,0
175,35,11,4,14,11,21,1
11,3,3,0,1,1,3,0
13,4,1,0,0,2,2,0
23,3,1,1,0,2,3,0
146,13,9,9,4,17,10,1
24,1,0,2,1,1,3,0
17,3,0,2,0,1,2,0
296,25,6,4,9,14,14,1
11,3,3,1,0,1,0,0
59,16,4,6,9,6,15,1
100,34,7,5,5,25,9,1
148,19,11,7,10,28,18,1
243,31,10,4,4,17,17,1
203,17,11,8,13,17,23,1
24,3,1,2,2,3,3,0
218,31,6,8,8,12,8,1
246,26,11,3,0,18,2,1
158,14,10,6,13,16,19,1
7,4,2,1,0,4,2,0
6,1,3,2,0,3,2,0
10,1,0,1,1,4,2,0
26,2,0,2,0,2,0,0
232,22,8,8,5,10,22,1
7,1,1,2,2,2,3,0
87,28,10,8,11,23,11,1
85,23,8,5,11,24,8,1
72,19,5,6,9,28,15,1
17,1,0,0,2,2,2,0
25,1,3,1,2,4,1,0
128,29,11,5,4,21,21,1
119,14,5,7,13,28,17,1
267,25,9,9,5,18,14,1
69,32,11,7,6,17,15,1
22,3,2,1,0,1,1,0
16,3,2,0,0,1,3,0
14,2,1,1,2,2,2,0
299,29,10,7,13,14,16,1
175,26,7,9,11,16,14,1
214,22,9,8,13,21,24,1
5,3,3,2,2,1,0,0
109,15,7,4,9,12,21,1
116,13,7,6,6,18,10,1
119,13,9,8,12,25,20,1
102,38,10,6,12,27,23,1
20,1,2,2,0,2,1,0
20,1,3,0,2,1,3,0
151,33,9,8,13,20,12,1
29,4,0,1,2,1,3,0
88,39,5,9,7,22,12,1
129,28,9,7,10,28,24,1
146,20,2,2,0,6,22,1
246,15,1,9,0,13,5,1
43,22,10,0,13,28,6,1
110,29,8,6,8,16,19,1
247,14,11,5,14,16,2,1
9,2,2,1,1,2,0,0
18,1,1,0,0,3,0,0
65,35,7,4,14,24,20,1
10,1,3,2,2,1,1,0
15,3,2,0,0,2,0,0
10,3,1,2,1,2,3,0
29,4,1,0,1,4,3,0
15,1,0,0,0,1,3,0
298,24,10,4,11,23,24,1
14,2,1,1,1,4,1,0
177,13,11,5,14,22,21,1
150,13,9,9,14,18,22,1
105,22,0,3,8,4,3,1
22,1,2,1,0,1,0,0
10,4,3,1,1,3,3,0
150,14,5,9,12,27,13,1
136,28,11,5,10,10,16,1
29,4,1,2,0,1,3,0
111,25,7,7,9,23,9,1
92,34,8,6,12,21,19,1
72,29,7,4,12,14,14,1
62,32,6,8,5,10,20,1
118,19,11,5,12,22,16,1
35,26,3,7,1,4,23,1
93,27,9,8,7,14,24,1
193,11,9,5,9,15,15,1
135,25,5,6,4,21,21,1
15,3,3,0,2,2,2,0
296,36,9,9,12,18,18,1
90,37,6,9,12,29,23,1
180,18,8,8,14,26,21,1
247,29,7,8,13,18,21,1
238,33,5,9,11,13,13,1
129,19,7,5,7,21,23,1
160,28,6,8,14,20,21,1
108,8,5,5,8,3,22,1
141,16,5,5,5,21,19,1
27,2,3,0,1,2,1,0
85,24,11,3,11,8,9,1
198,21,7,7,7,13,9,1
100,38,5,8,12,11,16,1
18,4,3,2,0,1,3,0
66,39,5,8,13,10,18,1
14,3,0,0,2,1,1,0
253,11,6,4,13,26,23,1
238,34,6,6,13,25,17,1
24,4,0,1,0,4,3,0
8,3,0,2,0,2,1,0
19,4,0,0,1,3,0,0
25,3,0,1,1,1,3,0
61,37,9,5,13,28,12,1
126,30,11,9,4,17,16,1
29,1,2,0,1,4,1,0
147,38,5,6,11,10,19,1
7,1,2,1,2,4,1,0
24,2,1,2,1,2,3,0
5,3,2,1,2,2,1,0
13,3,2,0,0,3,1,0
16,2,2,2,1,3,2,0
61,1,9,7,6,8,18,1
158,20,8,9,10,9,8,1
139,18,9,9,6,26,17,1
244,31,8,1,14,20,16,1
6,2,2,0,1,4,1,0
152,5,6,5,8,21,3,1
18,3,3,1,0,4,1,0
60,32,9,4,4,28,22,1
151,14,8,4,14,22,15,1
249,13,5,5,4,15,21,1
21,2,0,1,2,4,2,0
36,27,7,4,4,21,14,1
226,17,6,9,9,14,13,1
16,2,3,1,2,4,1,0
253,33,9,9,10,27,19,1
57,37,1,2,14,3,1,1
229,31,8,6,12,22,20,1
11,4,2,1,0,3,3,0
177,30,7,5,4,29,10,1
84,23,1,8,11,20,5,1
147,34,7,9,4,24,11,1
251,19,7,4,14,15,20,1
266,17,11,7,12,12,10,1
169,14,6,7,8,15,18,1
13,4,1,0,2,3,1,0
272,37,8,7,4,13,11,1
7,1,2,2,2,2,1,0
191,33,11,9,6,24,13,1
197,12,11,6,12,19,20,1
6,1,2,2,2,4,1,0
19,1,1,2,2,1,3,0
9,3,1,2,2,1,3,0
279,11,7,8,9,13,10,1
11,3,1,1,0,3,2,0
10,1,1,2,1,3,1,0
22,1,3,2,1,3,1,0
164,33,8,6,10,16,15,1
180,25,2,0,6,24,13,1
190,30,5,6,5,28,21,1
157,31,9,7,9,28,17,1
232,18,9,5,10,27,23,1
28,2,0,1,0,3,3,0
238,11,8,6,6,20,9,1
6,3,1,1,0,1,0,0
200,11,1,3,11,0,13,1
28,3,3,0,1,1,1,0
293,33,6,4,14,20,11,1
274,36,8,7,4,12,19,1
5,1,0,0,2,3,2,0
6,3,0,0,2,1,2,0
8,3,3,1,1,3,0,0
10,3,1,0,0,4,2,0
296,38,9,6,11,15,10,1
13,2,0,0,2,2,2,0
17,2,0,0,1,3,1,0
6,1,1,2,2,1,2,0
125,17,8,9,8,17,15,1
5,1,0,2,0,4,3,0
18,4,3,2,0,1,1,0
9,2,2,7,4,24,3,1
24,3,3,0,1,2,3,0
94,28,11,6,7,27,19,1
75,11,11,8,14,25,16,1
193,29,7,7,9,16,10,1
11,3,2,0,1,4,3,0
29,2,2,1,1,1,1,0
26,3,1,1,0,2,1,0
13,2,1,0,1,2,1,0
146,39,6,7,7,29,8,1
89,12,6,9,5,22,16,1
265,10,5,6,12,12,10,1
21,1,0,0,1,3,0,0
173,16,6,5,9,8,2,1
227,25,6,9,5,25,13,1
271,10,6,6,7,28,21,1
294,11,11,9,12,11,14,1
20,2,1,2,2,2,0,0
103,38,8,7,6,13,12,1
29,3,1,0,0,3,1,0
169,16,8,4,4,14,9,1
184,17,6,7,8,22,10,1
228,17,6,5,7,16,17,1
103,33,8,9,13,14,9,1
192,17,5,7,12,14,9,1
9,1,3,0,0,2,3,0
11,4,1,1,2,4,2,0
138,39,7,6,8,25,19,1
250,12,9,9,14,26,21,1
11,1,3,0,1,2,0,0
16,4,0,0,1,2,1,0
183,21,6,8,8,22,18,1
16,2,2,1,1,1,1,0
9,3,0,0,2,4,2,0
8,1,3,2,2,2,0,0
266,28,8,5,8,13,24,1
19,2,1,1,1,2,3,0
190,30,8,9,12,20,14,1
6,1,1,0,2,2,1,0
97,23,10,9,7,25,15,1
272,34,9,8,6,26,6,1
180,39,6,4,14,29,14,1
65,12,6,8,4,17,15,1
118,21,8,9,14,29,19,1
265,16,8,9,11,21,16,1
158,24,9,8,14,29,11,1
9,2,3,0,0,4,1,0
286,23,7,5,4,16,23,1
215,17,11,8,13,24,23,1
14,3,1,0,2,4,0,0
18,4,2,2,0,1,0,0
207,36,10,6,11,18,20,1
210,32,7,8,7,17,17,1
65,30,9,4,9,22,12,1
22,2,1,1,2,1,1,0
239,23,9,5,7,15,21,1
282,35,8,8,13,18,15,1
16,4,0,2,1,3,1,0
10,4,0,2,2,4,2,0
7,4,2,0,0,4,1,0
248,14,5,9,12,17,17,1
164,30,7,1,13,17,2,1
184,30,7,5,7,16,15,1
6,2,3,0,0,1,3,0
13,1,1,1,1,2,3,0
15,4,1,2,1,2,1,0
11,3,1,2,2,4,3,0
15,1,1,1,2,3,0,0
6,4,2,2,0,1,0,0
132,33,2,9,8,28,17,1
275,16,9,9,10,25,16,1
5,3,2,2,1,3,0,0
25,3,2,1,1,1,1,0
127,31,9,7,4,17,10,1
93,35,6,5,7,15,11,1
174,21,7,4,12,26,11,1
29,2,0,2,0,2,1,0
162,11,6,6,12,24,23,1
19,1,0,0,2,4,3,0
270,17,11,2,6,19,5,1
6,2,1,1,0,1,3,0
7,2,0,1,1,3,0,0
97,17,7,5,4,25,17,1
282,2,10,2,12,18,2,1
16,3,2,0,1,4,1,0
21,4,2,0,2,1,2,0
225,23,11,9,12,16,23,1
28,2,0,0,2,4,3,0
182,18,9,9,9,18,21,1
210,27,9,4,13,15,13,1
261,29,10,5,8,17,19,1
28,2,3,2,1,1,1,0
178,27,5,5,6,11,9,1
239,15,8,2,3,10,15,1
19,4,0,7,3,18,19,1
14,4,1,0,2,3,3,0
241,25,9,6,7,29,21,1
244,16,5,9,10,20,9,1
63,19,5,8,8,21,22,1
239,36,9,7,4,15,11,1
8,4,1,1,1,3,1,0
5,1,0,0,2,1,0,0
18,4,2,0,1,2,2,0
174,27,7,7,6,27,20,1
296,31,5,4,4,11,8,1
84,12,7,8,11,22,20,1
47,5,4,0,13,9,11,1
11,2,3,2,2,2,0,0
15,2,1,0,0,1,3,0
167,18,8,4,12,22,8,1
9,1,1,0,0,3,2,0
29,2,0,1,0,1,2,0
256,19,6,6,14,18,15,1
20,4,1,1,2,4,3,0
77,24,9,9,7,26,9,1
8,1,1,2,1,4,2,0
21,1,2,1,2,4,0,0
16,3,0,0,2,1,1,0
86,11,5,7,7,26,15,1
14,1,2,0,2,4,2,0
45,16,0,4,10,6,1,1
120,37,11,6,4,14,12,1
17,2,2,1,1,3,3,0
20,4,0,1,2,2,1,0
171,32,9,8,5,18,13,1
201,23,6,7,12,20,10,1
24,3,2,2,0,1,3,0
276,39,11,5,10,29,15,1
10,3,3,1,1,4,3,0
6,2,3,1,0,2,1,0
26,4,3,0,0,2,1,0
29,2,3,2,1,4,1,0
5,2,3,1,2,3,0,0
7,3,1,2,2,3,1,0
211,34,8,9,8,24,24,1
25,1,3,1,1,4,2,0
20,2,1,2,0,3,1,0
22,2,2,2,2,1,0,0
74,12,7,4,9,11,22,1
182,30,7,9,13,28,12,1
291,19,6,7,5,25,13,1
6,3,1,1,0,1,2,0
155,31,11,9,4,26,24,1
15,3,2,1,2,4,3,0
289,33,7,8,5,13,12,1
158,23,9,5,14,28,8,1
19,2,0,0,0,3,1,0
255,20,5,9,14,16,24,1
253,36,10,4,5,22,10,1
15,4,3,2,2,4,2,0
175,10,8,5,14,16,16,1
70,33,6,8,12,26,8,1
8,2,1,1,1,3,0,0
105,17,7,9,5,27,16,1
15,3,1,1,0,2,2,0
29,2,3,0,2,1,3,0
15,3,2,1,1,4,3,0
242,20,5,6,12,13,11,1
144,14,9,9,5,28,20,1
246,18,5,8,8,24,9,1
25,2,0,0,0,3,2,0
273,26,7,6,8,14,12,1
11,4,0,2,1,3,3,0
214,25,10,9,10,14,23,1
230,34,10,6,4,11,15,1
118,31,11,6,5,14,13,1
20,1,0,0,0,2,0,0
12,3,1,1,0,1,2,0
26,4,0,1,2,1,1,0
202,39,5,6,12,25,17,1
170,22,9,6,11,11,21,1
29,1,3,2,2,1,1,0
88,39,5,5,8,14,14,1
25,1,0,2,2,4,1,0
104,18,11,5,7,17,22,1
23,2,2,0,0,2,1,0
29,3,0,0,1,3,1,0
6,2,0,2,0,4,0,0
6,4,0,1,2,1,2,0
8,3,2,0,1,2,1,0
283,32,6,6,8,27,23,1
5,1,0,2,0,2,2,0
215,11,8,5,12,11,18,1
6,1,3,1,2,3,2,0
292,20,6,7,13,12,23,1
79,24,10,5,12,28,19,1
7,1,3,2,0,1,2,0
175,37,6,9,9,27,14,1
23,2,2,1,0,1,3,0
10,1,1,1,1,1,2,0
180,34,6,9,7,26,20,1
11,2,3,0,1,4,1,0
5,1,0,0,1,1,3,0
62,9,1,0,12,18,0,1
289,18,7,5,9,24,17,1
176,10,10,5,8,22,15,1
140,22,11,8,4,15,23,1
250,23,5,7,10,19,24,1
139,37,9,4,7,20,9,1
10,3,2,1,0,1,0,0
28,3,2,2,2,3,3,0
251,39,10,4,11,22,12,1
58,7,8,1,13,28,17,1
29,3,3,1,2,3,1,0
103,11,6,5,10,14,9,1
177,38,7,4,10,27,16,1
21,2,2,1,2,3,1,0
197,22,7,5,13,17,14,1
16,4,3,1,1,4,1,0
185,17,2,1,8,22,15,1
19,2,3,0,1,3,1,0
8,1,2,1,1,3,0,0
12,4,0,1,2,4,3,0
274,22,7,4,10,13,18,1
242,31,5,4,7,13,15,1
153,15,8,5,5,15,19,1
18,4,3,1,0,1,3,0
119,12,7,4,14,22,19,1
26,3,1,0,1,1,2,0
22,2,1,0,2,3,0,0
288,20,5,8,7,20,10,1
27,3,1,1,0,4,2,0
24,1,1,1,1,3,3,0
60,37,8,9,9,13,23,1
153,16,8,8,9,29,22,1
231,28,11,7,10,10,23,1
70,9,1,3,11,18,23,1
16,2,1,0,1,2,2,0
17,2,2,0,1,1,0,0
21,3,0,0,2,2,2,0
178,37,8,4,14,28,10,1
145,12,11,4,13,20,11,1
19,3,1,0,1,2,0,0
189,12,9,8,10,28,23,1
26,2,3,2,0,2,3,0
15,1,0,0,2,2,1,0
5,2,2,1,2,2,3,0
7,1,0,2,1,4,0,0
134,18,7,8,3,1,23,1
5,1,1,0,2,4,0,0
137,5,10,0,2,22,23,1
11,1,3,0,1,2,0,0
132,12,9,6,12,21,18,1
10,4,1,2,0,4,0,0
23,4,3,0,1,3,2,0
17,3,1,2,2,2,3,0
255,34,5,4,12,12,15,1
87,12,9,9,8,26,23,1
18,1,0,0,0,4,0,0
21,1,0,2,2,2,2,0
76,22,10,5,13,17,20,1
145,33,10,4,5,18,17,1
28,1,0,0,0,1,1,0
15,3,2,1,2,2,2,0
13,3,2,2,1,1,1,0
19,8,1,2,9,5,20,1
132,29,9,7,5,10,12,1
171,22,7,7,7,24,19,1
288,23,4,2,4,11,6,1
293,19,6,6,9,26,17,1
266,27,7,7,8,18,17,1
6,3,2,0,2,4,1,0
264,26,10,5,4,18,14,1
117,20,6,7,5,12,21,1
293,35,9,5,12,15,15,1
10,3,3,0,0,2,2,0
156,25,10,7,11,20,14,1
140,31,0,7,5,5,17,1
145,17,5,8,9,10,15,1
7,2,2,2,1,4,1,0
8,3,3,2,2,3,1,0
81,16,6,5,4,15,20,1
29,3,3,0,0,4,1,0
145,19,5,5,10,19,23,1
85,24,5,5,7,23,10,1
9,3,3,0,2,1,2,0
119,20,7,4,5,17,10,1
95,12,8,9,9,27,10,1
66,36,7,4,12,17,23,1
268,39,8,4,13,18,16,1
91,20,5,8,7,14,8,1
244,11,9,5,5,15,21,1
185,31,5,7,11,22,17,1
236,22,10,7,4,10,22,1
22,1,0,1,0,3,2,0
145,23,5,7,14,18,13,1
14,3,3,2,0,4,2,0
25,1,3,0,2,2,0,0
144,16,8,9,9,14,15,1
232,16,7,9,8,21,14,1
75,36,9,5,5,17,22,1
258,10,5,4,7,28,24,1
9,1,3,2,2,3,0,0
236,20,5,9,10,15,24,1
68,28,10,4,11,27,24,1
9,2,0,0,1,1,2,0
258,22,7,9,6,12,24,1
24,3,3,0,2,3,1,0
10,4,0,2,0,2,1,0
20,4,0,2,2,3,0,0
11,1,0,1,0,3,3,0
17,2,3,1,0,1,0,0
15,2,1,0,2,3,0,0
193,15,5,3,0,3,21,1
240,17,11,5,9,20,8,1
151,21,9,9,12,11,22,1
11,3,0,1,2,2,0,0
28,3,1,1,1,1,1,0
26,3,2,2,1,3,3,0
243,11,10,9,4,21,10,1
27,4,0,2,2,2,1,0
24,1,0,0,2,4,0,0
153,14,11,6,11,21,24,1
29,3,2,2,1,2,0,0
247,16,4,5,10,26,6,1
62,24,11,4,7,12,20,1
217,20,5,9,4,21,16,1
14,3,2,0,0,1,2,0
279,11,10,6,4,23,11,1
173,29,10,5,14,10,14,1
242,20,9,9,6,11,21,1
234,19,8,8,5,25,14,1
12,3,0,2,0,1,3,0
29,1,2,2,0,3,1,0
23,3,0,0,1,2,3,0
252,23,11,8,6,29,15,1
19,3,3,2,0,2,3,0
180,37,6,8,7,10,21,1
144,27,8,7,14,29,23,1
158,29,6,1,10,13,15,1
11,1,3,2,1,4,3,0
183,30,5,4,14,28,13,1
234,17,8,9,10,12,18,1
252,36,8,5,5,18,16,1
8,4,1,2,1,1,1,0
14,4,3,0,1,1,2,0
21,4,0,1,0,4,2,0
18,1,3,0,2,4,0,0
23,1,3,0,0,2,2,0
19,2,3,1,2,1,0,0
83,13,6,5,6,23,10,1
265,35,6,9,8,28,15,1
22,1,0,2,0,3,3,0
24,4,2,0,2,1,0,0
24,3,2,0,1,4,3,0
18,2,0,2,0,1,2,0
64,28,5,6,14,18,15,1
116,23,7,9,5,29,18,1
180,31,5,8,13,28,24,1
115,31,7,6,4,13,23,1
15,2,0,1,1,2,2,0
8,1,0,1,0,3,1,0
179,21,5,8,6,20,20,1
29,1,1,1,0,4,1,0
21,1,0,2,0,4,2,0
197,12,8,4,5,18,9,1
188,18,10,9,8,17,16,1
20,36,2,0,3,4,6,1
7,3,2,2,1,3,0,0
156,1,2,3,9,16,2,1
29,3,1,2,1,2,3,0
298,28,9,4,13,22,21,1
83,22,8,7,4,15,13,1
223,14,5,6,8,29,14,1
66,32,9,9,6,17,10,1
100,25,10,4,11,10,10,1
135,31,6,8,8,19,19,1
25,2,0,2,0,4,1,0
132,29,11,4,11,26,17,1
21,3,0,2,1,2,1,0
9,4,2,0,0,4,0,0
23,1,0,0,2,2,1,0
234,35,6,6,11,11,21,1
187,33,7,6,12,14,12,1
144,14,9,5,6,14,20,1
261,28,9,7,8,29,12,1
138,29,7,4,4,19,15,1
172,8,11,9,12,6,15,1
23,4,1,0,0,4,3,0
119,32,8,5,6,19,17,1
97,30,10,8,9,25,15,1
138,39,10,4,10,14,18,1
21,3,1,1,2,2,2,0
295,19,11,5,5,28,12,1
15,2,1,2,2,4,1,0
18,3,2,1,0,3,3,0
21,1,2,1,0,2,1,0
9,4,3,2,1,4,1,0
60,22,9,8,4,24,23,1
180,11,8,7,7,11,8,1
288,25,7,7,5,10,14,1
35,12,3,1,12,11,7,1
287,30,6,8,9,14,21,1
116,28,5,9,9,19,11,1
22,2,0,1,1,1,1,0
15,5,7,0,2,10,16,1
202,13,6,4,12,27,15,1
228,37,8,5,13,23,17,1
214,34,5,6,11,29,24,1
13,2,1,1,2,2,0,0
23,2,2,1,0,3,2,0
18,2,0,1,2,4,0,0
8,2,3,2,0,1,3,0
25,4,2,1,1,2,0,0
116,17,2,6,6,15,0,1
87,28,11,2,0,9,18,1
252,37,10,4,8,25,13,1
168,8,10,1,10,9,3,1
19,4,0,0,0,3,1,0
15,3,3,0,0,1,1,0
19,4,2,1,0,1,3,0
7,4,1,0,2,1,1,0
175,34,9,7,6,15,9,1
5,2,2,0,1,2,3,0
143,31,11,5,14,19,21,1
26,3,0,1,1,3,1,0
6,3,2,1,2,3,1,0
228,38,9,8,13,27,12,1
19,2,1,0,2,1,0,0
182,37,5,9,6,11,23,1
21,3,2,2,1,3,2,0
245,33,10,7,4,29,19,1
69,10,6,8,14,29,17,1
